OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
1809,7/30/2021 15:00:00,age60to64,331,301912,218,281849,37,29002,368,330914,255,310851
1810,7/31/2021 15:00:00,age60to64,206,302118,121,281970,11,29013,217,331131,132,310983
1811,8/1/2021 15:00:00,age60to64,137,302255,59,282029,9,29022,146,331277,68,311051
1812,8/2/2021 15:00:00,age60to64,344,302599,160,282189,28,29050,372,331649,188,311239
1813,8/3/2021 15:00:00,age60to64,310,302909,178,282367,34,29084,344,331993,212,311451
1814,8/4/2021 15:00:00,age60to64,291,303200,173,282540,31,29115,322,332315,204,311655
1815,8/5/2021 15:00:00,age60to64,353,303553,182,282722,30,29145,383,332698,212,311867
1816,8/6/2021 15:00:00,age60to64,355,303908,212,282934,31,29176,386,333084,243,312110
1817,8/7/2021 15:00:00,age60to64,215,304123,121,283055,18,29194,233,333317,139,312249
1818,8/8/2021 15:00:00,age60to64,143,304266,93,283148,10,29204,153,333470,103,312352
1819,8/9/2021 15:00:00,age60to64,292,304558,201,283349,31,29235,323,333793,232,312584
1820,8/10/2021 15:00:00,age60to64,294,304852,212,283561,25,29260,319,334112,237,312821
1821,8/11/2021 15:00:00,age60to64,268,305120,197,283758,30,29290,298,334410,227,313048
1822,8/12/2021 15:00:00,age60to64,301,305421,240,283998,30,29320,331,334741,270,313318
1823,8/13/2021 15:00:00,age60to64,299,305720,265,284263,30,29350,329,335070,295,313613
1824,8/14/2021 15:00:00,age60to64,209,305929,175,284438,17,29367,226,335296,192,313805
1825,8/15/2021 15:00:00,age60to64,111,306040,120,284558,11,29378,122,335418,131,313936
1826,8/16/2021 15:00:00,age60to64,228,306268,242,284800,23,29401,251,335669,265,314201
1827,8/17/2021 15:00:00,age60to64,290,306558,246,285046,27,29428,317,335986,273,314474
1828,8/18/2021 15:00:00,age60to64,261,306819,232,285278,24,29452,285,336271,256,314730
1829,8/19/2021 15:00:00,age60to64,238,307057,239,285517,24,29476,262,336533,263,314993
1830,8/20/2021 15:00:00,age60to64,319,307376,294,285811,21,29497,340,336873,315,315308
1831,8/21/2021 15:00:00,age60to64,156,307532,167,285978,19,29516,175,337048,186,315494
1832,8/22/2021 15:00:00,age60to64,102,307634,133,286111,7,29523,109,337157,140,315634
1833,8/23/2021 15:00:00,age60to64,247,307881,277,286388,13,29536,260,337417,290,315924
1834,8/24/2021 15:00:00,age60to64,298,308179,280,286668,34,29570,332,337749,314,316238
1835,8/25/2021 15:00:00,age60to64,295,308474,260,286928,26,29596,321,338070,286,316524
1836,8/26/2021 15:00:00,age60to64,281,308755,318,287246,34,29630,315,338385,352,316876
1837,8/27/2021 15:00:00,age60to64,293,309048,326,287572,16,29646,309,338694,342,317218
1838,8/28/2021 15:00:00,age60to64,172,309220,204,287776,18,29664,190,338884,222,317440
1839,8/29/2021 15:00:00,age60to64,112,309332,133,287909,6,29670,118,339002,139,317579
1840,8/30/2021 15:00:00,age60to64,220,309552,295,288204,13,29683,233,339235,308,317887
1841,8/31/2021 15:00:00,age60to64,237,309789,258,288462,20,29703,257,339492,278,318165
1842,9/1/2021 15:00:00,age60to64,207,309996,240,288702,23,29726,230,339722,263,318428
1843,9/2/2021 15:00:00,age60to64,208,310204,247,288949,27,29753,235,339957,274,318702
1844,9/3/2021 15:00:00,age60to64,90,310294,130,289079,11,29764,101,340058,141,318843
1845,1/8/2021 15:00:00,Unknown,8000,8000,,0,,0,,8000,,0
1846,2/6/2021 15:00:00,Unknown,,8000,8000,8000,,0,,8000,,8000
1847,4/13/2021 15:00:00,Unknown,84295,92295,54201,62201,2952,2952,87247,95247,57153,65153
1848,4/14/2021 15:00:00,Unknown,557,92852,11,62212,1,2953,558,95805,12,65165
1849,4/15/2021 15:00:00,Unknown,623,93475,823,63035,19,2972,642,96447,842,66007
1850,4/16/2021 15:00:00,Unknown,782,94257,1016,64051,8,2980,790,97237,1024,67031
1851,4/17/2021 15:00:00,Unknown,1136,95393,1177,65228,6,2986,1142,98379,1183,68214
1852,4/19/2021 15:00:00,Unknown,1369,96762,2003,67231,9,2995,1378,99757,2012,70226
1853,4/20/2021 15:00:00,Unknown,3243,100005,2158,69389,19,3014,3262,103019,2177,72403
1854,4/21/2021 15:00:00,Unknown,906,100911,1206,70595,4,3018,910,103929,1210,73613
1855,4/22/2021 15:00:00,Unknown,1018,101929,458,71053,,3018,,104947,,74071
1856,4/23/2021 15:00:00,Unknown,759,102688,632,71685,1,3019,760,105707,633,74704
1857,4/25/2021 15:00:00,Unknown,992,103680,2492,74177,5,3024,997,106704,2497,77201
1858,4/26/2021 15:00:00,Unknown,1483,105163,1672,75849,1,3025,1484,108188,1673,78874
1859,4/29/2021 15:00:00,Unknown,223,105386,865,76714,2,3027,225,108413,867,79741
1860,5/1/2021 15:00:00,Unknown,1556,106942,1974,78688,14,3041,1570,109983,1988,81729
1861,5/2/2021 15:00:00,Unknown,1071,108013,1875,80563,4,3045,1075,111058,1879,83608
1862,5/3/2021 15:00:00,Unknown,403,108416,2165,82728,4,3049,407,111465,2169,85777
1863,5/4/2021 15:00:00,Unknown,28,108444,25,82753,,3049,,111493,,85802
1864,5/5/2021 15:00:00,Unknown,365,108809,814,83567,,3049,,111858,,86616
1865,5/6/2021 15:00:00,Unknown,275,109084,880,84447,3,3052,278,112136,883,87499
1866,5/7/2021 15:00:00,Unknown,274,109358,966,85413,8,3060,282,112418,974,88473
1867,5/8/2021 15:00:00,Unknown,297,109655,1312,86725,6,3066,303,112721,1318,89791
1868,5/10/2021 15:00:00,Unknown,338,109993,1712,88437,1,3067,339,113060,1713,91504
1869,5/11/2021 15:00:00,Unknown,18,110011,13,88450,,3067,,113078,,91517
1870,5/12/2021 15:00:00,Unknown,243,110254,1124,89574,,3067,,113321,,92641
1871,5/14/2021 15:00:00,Unknown,290,110544,1022,90596,2,3069,292,113613,1024,93665
1872,5/15/2021 15:00:00,Unknown,611,111155,1701,92297,4,3073,615,114228,1705,95370
1873,5/17/2021 15:00:00,Unknown,565,111720,2505,94802,11,3084,576,114804,2516,97886
1874,5/18/2021 15:00:00,Unknown,164,111884,61,94863,2,3086,166,114970,63,97949
1875,5/20/2021 15:00:00,Unknown,885,112769,1024,95887,,3086,,115855,,98973
1876,5/22/2021 15:00:00,Unknown,911,113680,1359,97246,9,3095,920,116775,1368,100341
1877,5/24/2021 15:00:00,Unknown,514,114194,1032,98278,8,3103,522,117297,1040,101381
1878,5/25/2021 15:00:00,Unknown,5,114199,1,98279,2,3105,7,117304,3,101384
1879,5/27/2021 15:00:00,Unknown,425,114624,674,98953,1,3106,426,117730,675,102059
1880,5/28/2021 15:00:00,Unknown,418,115042,342,99295,,3106,,118148,,102401
1881,5/29/2021 15:00:00,Unknown,267,115309,344,99639,10,3116,277,118425,354,102755
1882,5/31/2021 15:00:00,Unknown,214,115523,243,99882,3,3119,217,118642,246,103001
1883,6/1/2021 15:00:00,Unknown,30,115553,48,99930,,3119,,118672,,103049
1884,6/16/2021 15:00:00,Unknown,2042,117595,3555,103485,37,3156,2079,120751,3592,106641
1885,6/17/2021 15:00:00,Unknown,22,117617,95,103580,,3156,,120773,,106736
1886,6/18/2021 15:00:00,Unknown,269,117886,456,104036,4,3160,273,121046,460,107196
1887,6/19/2021 15:00:00,Unknown,166,118052,338,104374,1,3161,167,121213,339,107535
1888,6/20/2021 15:00:00,Unknown,161,118213,284,104658,1,3162,162,121375,285,107820
1889,6/21/2021 15:00:00,Unknown,56,118269,120,104778,1,3163,57,121432,121,107941
1890,6/22/2021 15:00:00,Unknown,13,118282,8,104786,1,3164,14,121446,9,107950
1891,6/23/2021 15:00:00,Unknown,2,118284,2,104788,,3164,,121448,,107952
1892,6/24/2021 15:00:00,Unknown,304,118588,355,105143,5,3169,309,121757,360,108312
1893,6/25/2021 15:00:00,Unknown,124,118712,209,105352,1,3170,125,121882,210,108522
1894,6/27/2021 15:00:00,Unknown,124,118836,173,105525,2,3172,126,122008,175,108697
1895,6/28/2021 15:00:00,Unknown,146,118982,186,105711,4,3176,150,122158,190,108887
1896,6/29/2021 15:00:00,Unknown,2,118984,2,105713,1,3177,3,122161,3,108890
1897,7/1/2021 15:00:00,Unknown,313,119297,340,106053,8,3185,321,122482,348,109238
1898,7/2/2021 15:00:00,Unknown,209,119506,249,106302,6,3191,215,122697,255,109493
1899,7/3/2021 15:00:00,Unknown,97,119603,123,106425,4,3195,101,122798,127,109620
1900,7/4/2021 15:00:00,Unknown,75,119678,98,106523,6,3201,81,122879,104,109724
1901,7/5/2021 15:00:00,Unknown,7,119685,8,106531,,3201,,122886,,109732
1902,7/6/2021 15:00:00,Unknown,18,119703,22,106553,4,3205,22,122908,26,109758
1903,7/8/2021 15:00:00,Unknown,105,119808,155,106708,5,3210,110,123018,160,109918
1904,7/9/2021 15:00:00,Unknown,136,119944,203,106911,9,3219,145,123163,212,110130
1905,7/10/2021 15:00:00,Unknown,130,120074,140,107051,4,3223,134,123297,144,110274
1906,7/11/2021 15:00:00,Unknown,145,120219,137,107188,4,3227,149,123446,141,110415
1907,7/13/2021 15:00:00,Unknown,3,120222,1,107189,,3227,,123449,,110416
1908,7/14/2021 15:00:00,Unknown,57,120279,57,107246,3,3230,60,123509,60,110476
1909,7/15/2021 15:00:00,Unknown,56,120335,90,107336,4,3234,60,123569,94,110570
1910,7/16/2021 15:00:00,Unknown,1012,121347,526,107862,24,3258,1036,124605,550,111120
1911,7/17/2021 15:00:00,Unknown,86,121433,116,107978,4,3262,90,124695,120,111240
1912,7/18/2021 15:00:00,Unknown,152,121585,219,108197,10,3272,162,124857,229,111469
1913,7/19/2021 15:00:00,Unknown,11,121596,10,108207,5,3277,16,124873,15,111484
1914,7/21/2021 15:00:00,Unknown,4,121600,3,108210,,3277,,124877,,111487
1915,7/22/2021 15:00:00,Unknown,27,121627,35,108245,,3277,,124904,,111522
1916,7/23/2021 15:00:00,Unknown,12,121639,13,108258,,3277,,124916,,111535
1917,7/25/2021 15:00:00,Unknown,19,121658,7,108265,,3277,,124935,,111542
1918,7/28/2021 15:00:00,Unknown,,121658,1,108266,,3277,,124935,,111543
1919,7/29/2021 15:00:00,Unknown,33,121691,11,108277,,3277,,124968,,111554
1920,7/30/2021 15:00:00,Unknown,3,121694,2,108279,,3277,,124971,,111556
1921,7/31/2021 15:00:00,Unknown,61,121755,24,108303,3,3280,64,125035,27,111583
1922,8/1/2021 15:00:00,Unknown,1,121756,,108303,,3280,,125036,,111583
1923,8/3/2021 15:00:00,Unknown,3,121759,,108303,,3280,,125039,,111583
1924,8/5/2021 15:00:00,Unknown,35,121794,15,108318,,3280,,125074,,111598
1925,8/6/2021 15:00:00,Unknown,,121794,30,108348,,3280,,125074,,111628
1926,8/7/2021 15:00:00,Unknown,,121794,15,108363,,3280,,125074,,111643
1927,8/8/2021 15:00:00,Unknown,69,121863,26,108389,,3280,,125143,,111669
1928,8/10/2021 15:00:00,Unknown,1,121864,2,108391,,3280,,125144,,111671
1929,8/11/2021 15:00:00,Unknown,3,121867,,108391,1,3281,4,125148,,111672
1930,8/12/2021 15:00:00,Unknown,1948,123815,201,108592,,3281,,127096,,111873
1931,8/13/2021 15:00:00,Unknown,7,123822,5,108597,,3281,,127103,,111878
1932,8/14/2021 15:00:00,Unknown,38,123860,17,108614,,3281,,127141,,111895
1933,8/17/2021 15:00:00,Unknown,9,123869,1,108615,,3281,,127150,,111896
1934,8/18/2021 15:00:00,Unknown,1,123870,,108615,,3281,,127151,,111896
1935,8/19/2021 15:00:00,Unknown,25,123895,24,108639,1,3282,26,127177,25,111921
1936,8/20/2021 15:00:00,Unknown,21,123916,9,108648,4,3286,25,127202,13,111934
1937,8/21/2021 15:00:00,Unknown,72,123988,44,108692,,3286,,127274,,111978
1938,8/22/2021 15:00:00,Unknown,6,123994,3,108695,,3286,,127280,,111981
1939,8/27/2021 15:00:00,Unknown,28,124022,36,108731,,3286,,127308,,112017
1940,8/28/2021 15:00:00,Unknown,2162,126184,1759,110490,85,3371,2247,129555,1844,113861
1941,8/29/2021 15:00:00,Unknown,314,126498,245,110735,530,3901,844,130399,775,114636
1942,8/30/2021 15:00:00,Unknown,3,126501,9,110744,671,4572,674,131073,680,115316
1943,8/31/2021 15:00:00,Unknown,9,126510,8,110752,629,5201,638,131711,637,115953
1944,9/1/2021 15:00:00,Unknown,129,126639,119,110871,523,5724,652,132363,642,116595
1945,9/2/2021 15:00:00,Unknown,183,126822,161,111032,384,6108,567,132930,545,117140
1946,9/3/2021 15:00:00,Unknown,273,127095,166,111198,686,6794,959,133889,852,117992
